WOJ	POW	GMI	RODZ	NAZWA	NAZWA_DOD	STAN_NA
10	2	4	5	Kroœniewice	obszar wiejski	01.01.2021
10	2	5	2	Krzy¿anów	gmina wiejska	01.01.2021
10	2	6	2	Kutno	gmina wiejska	01.01.2021
10	2	7	2	£aniêta	gmina wiejska	01.01.2021
10	2	8	2	Nowe Ostrowy	gmina wiejska	01.01.2021
10	2	9	2	Oporów	gmina wiejska	01.01.2021
10	2	10	2	Strzelce	gmina wiejska	01.01.2021
10	2	11	3	¯ychlin	gmina miejsko-wiejska	01.01.2021
10	2	11	4	¯ychlin	miasto	01.01.2021
10	2	11	5	¯ychlin	obszar wiejski	01.01.2021
10	3			³aski	powiat	01.01.2021
10	3	1	2	Buczek	gmina wiejska	01.01.2021
10	3	2	3	£ask	gmina miejsko-wiejska	01.01.2021
10	3	2	4	£ask	miasto	01.01.2021
10	3	2	5	£ask	obszar wiejski	01.01.2021
10	3	3	2	Sêdziejowice	gmina wiejska	01.01.2021
10	3	4	2	Widawa	gmina wiejska	01.01.2021
10	3	5	2	Wodzierady	gmina wiejska	01.01.2021
10	4			³êczycki	powiat	01.01.2021
10	4	1	1	£êczyca	gmina miejska	01.01.2021
10	4	2	2	Daszyna	gmina wiejska	01.01.2021
10	4	3	2	Góra Œwiêtej Ma³gorzaty	gmina wiejska	01.01.2021
10	4	4	2	Grabów	gmina wiejska	01.01.2021
10	4	5	2	£êczyca	gmina wiejska	01.01.2021
10	4	6	3	Pi¹tek	gmina miejsko-wiejska	01.01.2021
10	4	6	4	Pi¹tek	miasto	01.01.2021
10	4	6	5	Pi¹tek	obszar wiejski	01.01.2021
10	4	7	2	Œwinice Warckie	gmina wiejska	01.01.2021
10	4	8	2	Witonia	gmina wiejska	01.01.2021
10	5			³owicki	powiat	01.01.2021
10	5	1	1	£owicz	gmina miejska	01.01.2021
10	5	2	2	Bielawy	gmina wiejska	01.01.2021
10	5	3	2	Ch¹œno	gmina wiejska	01.01.2021
10	5	4	2	Domaniewice	gmina wiejska	01.01.2021
10	5	5	2	Kiernozia	gmina wiejska	01.01.2021
10	5	6	2	Kocierzew Po³udniowy	gmina wiejska	01.01.2021
10	5	7	2	£owicz	gmina wiejska	01.01.2021
10	5	8	2	£yszkowice	gmina wiejska	01.01.2021
10	5	9	2	Nieborów	gmina wiejska	01.01.2021
10	5	10	2	Zduny	gmina wiejska	01.01.2021
10	6			³ódzki wschodni	powiat	01.01.2021
10	6	2	2	Andrespol	gmina wiejska	01.01.2021
10	6	3	2	Brójce	gmina wiejska	01.01.2021
10	6	7	3	Koluszki	gmina miejsko-wiejska	01.01.2021
10	6	7	4	Koluszki	miasto	01.01.2021
10	6	7	5	Koluszki	obszar wiejski	01.01.2021
10	6	8	2	Nowosolna	gmina wiejska	01.01.2021
10	6	10	3	Rzgów	gmina miejsko-wiejska	01.01.2021
10	6	10	4	Rzgów	miasto	01.01.2021
10	6	10	5	Rzgów	obszar wiejski	01.01.2021
10	6	11	3	Tuszyn	gmina miejsko-wiejska	01.01.2021
10	6	11	4	Tuszyn	miasto	01.01.2021
10	6	11	5	Tuszyn	obszar wiejski	01.01.2021
10	7			opoczyñski	powiat	01.01.2021
10	7	1	2	Bia³aczów	gmina wiejska	01.01.2021
10	7	2	3	Drzewica	gmina miejsko-wiejska	01.01.2021
10	7	2	4	Drzewica	miasto	01.01.2021
10	7	2	5	Drzewica	obszar wiejski	01.01.2021
10	7	3	2	Mniszków	gmina wiejska	01.01.2021
10	7	4	3	Opoczno	gmina miejsko-wiejska	01.01.2021
10	7	4	4	Opoczno	miasto	01.01.2021
10	7	4	5	Opoczno	obszar wiejski	01.01.2021
10	7	5	2	Parady¿	gmina wiejska	01.01.2021
10	7	6	2	Poœwiêtne	gmina wiejska	01.01.2021
10	7	7	2	S³awno	gmina wiejska	01.01.2021
10	7	8	2	¯arnów	gmina wiejska	01.01.2021
10	8			pabianicki	powiat	01.01.2021
10	8	1	1	Konstantynów £ódzki	gmina miejska	01.01.2021
10	8	2	1	Pabianice	gmina miejska	01.01.2021
10	8	3	2	D³utów	gmina wiejska	01.01.2021
10	8	4	2	Dobroñ	gmina wiejska	01.01.2021
10	8	5	2	Ksawerów	gmina wiejska	01.01.2021
10	8	6	2	Lutomiersk	gmina wiejska	01.01.2021
10	8	7	2	Pabianice	gmina wiejska	01.01.2021
10	9			pajêczañski	powiat	01.01.2021
10	9	1	3	Dzia³oszyn	gmina miejsko-wiejska	01.01.2021
10	9	1	4	Dzia³oszyn	miasto	01.01.2021
10	9	1	5	Dzia³oszyn	obszar wiejski	01.01.2021
10	9	2	2	Kie³czyg³ów	gmina wiejska	01.01.2021
10	9	3	2	Nowa BrzeŸnica	gmina wiejska	01.01.2021
10	9	4	3	Pajêczno	gmina miejsko-wiejska	01.01.2021
10	9	4	4	Pajêczno	miasto	01.01.2021
10	9	4	5	Pajêczno	obszar wiejski	01.01.2021
10	9	5	2	Rz¹œnia	gmina wiejska	01.01.2021
10	9	6	2	Siemkowice	gmina wiejska	01.01.2021
10	9	7	2	Strzelce Wielkie	gmina wiejska	01.01.2021
10	9	8	2	Sulmierzyce	gmina wiejska	01.01.2021
10	10			piotrkowski	powiat	01.01.2021
10	10	1	2	Aleksandrów	gmina wiejska	01.01.2021
10	10	2	2	Czarnocin	gmina wiejska	01.01.2021
10	10	3	2	Gorzkowice	gmina wiejska	01.01.2021
10	10	4	2	Grabica	gmina wiejska	01.01.2021
10	10	5	2	£êki Szlacheckie	gmina wiejska	01.01.2021
10	10	6	2	Moszczenica	gmina wiejska	01.01.2021
10	10	7	2	Rêczno	gmina wiejska	01.01.2021
10	10	8	2	Rozprza	gmina wiejska	01.01.2021
10	10	9	3	Sulejów	gmina miejsko-wiejska	01.01.2021
10	10	9	4	Sulejów	miasto	01.01.2021
10	10	9	5	Sulejów	obszar wiejski	01.01.2021
10	10	10	2	Wola Krzysztoporska	gmina wiejska	01.01.2021
10	10	11	3	Wolbórz	gmina miejsko-wiejska	01.01.2021
10	10	11	4	Wolbórz	miasto	01.01.2021
10	10	11	5	Wolbórz	obszar wiejski	01.01.2021
10	11			poddêbicki	powiat	01.01.2021
10	11	1	2	Dalików	gmina wiejska	01.01.2021
10	11	2	2	Pêczniew	gmina wiejska	01.01.2021
10	11	3	3	Poddêbice	gmina miejsko-wiejska	01.01.2021
10	11	3	4	Poddêbice	miasto	01.01.2021
10	11	3	5	Poddêbice	obszar wiejski	01.01.2021
10	11	4	3	Uniejów	gmina miejsko-wiejska	01.01.2021
10	11	4	4	Uniejów	miasto	01.01.2021
10	11	4	5	Uniejów	obszar wiejski	01.01.2021
10	11	5	2	Wartkowice	gmina wiejska	01.01.2021
10	11	6	2	Zadzim	gmina wiejska	01.01.2021
10	12			radomszczañski	powiat	01.01.2021
10	12	1	1	Radomsko	gmina miejska	01.01.2021
10	12	2	2	Dobryszyce	gmina wiejska	01.01.2021
10	12	3	2	Gidle	gmina wiejska	01.01.2021
10	12	4	2	Gomunice	gmina wiejska	01.01.2021
10	12	5	3	Kamieñsk	gmina miejsko-wiejska	01.01.2021
10	12	5	4	Kamieñsk	miasto	01.01.2021
10	12	5	5	Kamieñsk	obszar wiejski	01.01.2021
10	12	6	2	Kobiele Wielkie	gmina wiejska	01.01.2021
10	12	7	2	Kodr¹b	gmina wiejska	01.01.2021
10	12	8	2	Lgota Wielka	gmina wiejska	01.01.2021
10	12	9	2	£adzice	gmina wiejska	01.01.2021
10	12	10	2	Mas³owice	gmina wiejska	01.01.2021
10	12	11	3	Przedbórz	gmina miejsko-wiejska	01.01.2021
10	12	11	4	Przedbórz	miasto	01.01.2021
10	12	11	5	Przedbórz	obszar wiejski	01.01.2021
10	12	12	2	Radomsko	gmina wiejska	01.01.2021
10	12	13	2	Wielgom³yny	gmina wiejska	01.01.2021
10	12	14	2	¯ytno	gmina wiejska	01.01.2021
10	13			rawski	powiat	01.01.2021
10	13	1	1	Rawa Mazowiecka	gmina miejska	01.01.2021
10	13	2	3	Bia³a Rawska	gmina miejsko-wiejska	01.01.2021
10	13	2	4	Bia³a Rawska	miasto	01.01.2021
10	13	2	5	Bia³a Rawska	obszar wiejski	01.01.2021
10	13	3	2	Ciel¹dz	gmina wiejska	01.01.2021
10	13	4	2	Rawa Mazowiecka	gmina wiejska	01.01.2021
10	13	5	2	Regnów	gmina wiejska	01.01.2021
10	13	6	2	Sadkowice	gmina wiejska	01.01.2021
10	14			sieradzki	powiat	01.01.2021
10	14	1	1	Sieradz	gmina miejska	01.01.2021
10	14	2	3	B³aszki	gmina miejsko-wiejska	01.01.2021
10	14	2	4	B³aszki	miasto	01.01.2021
10	14	2	5	B³aszki	obszar wiejski	01.01.2021
10	14	3	2	Br¹szewice	gmina wiejska	01.01.2021
10	14	4	2	BrzeŸnio	gmina wiejska	01.01.2021
10	14	5	2	Burzenin	gmina wiejska	01.01.2021
10	14	6	2	Goszczanów	gmina wiejska	01.01.2021
10	14	7	2	Klonowa	gmina wiejska	01.01.2021
10	14	8	2	Sieradz	gmina wiejska	01.01.2021
10	14	9	3	Warta	gmina miejsko-wiejska	01.01.2021
10	14	9	4	Warta	miasto	01.01.2021
10	14	9	5	Warta	obszar wiejski	01.01.2021
10	14	10	2	Wróblew	gmina wiejska	01.01.2021
10	14	11	3	Z³oczew	gmina miejsko-wiejska	01.01.2021
10	14	11	4	Z³oczew	miasto	01.01.2021
10	14	11	5	Z³oczew	obszar wiejski	01.01.2021
10	15			skierniewicki	powiat	01.01.2021
10	15	1	2	Bolimów	gmina wiejska	01.01.2021
10	15	2	2	G³uchów	gmina wiejska	01.01.2021
10	15	3	2	Godzianów	gmina wiejska	01.01.2021
10	15	4	2	Kowiesy	gmina wiejska	01.01.2021
10	15	5	2	Lipce Reymontowskie	gmina wiejska	01.01.2021
10	15	6	2	Maków	gmina wiejska	01.01.2021
10	15	7	2	Nowy Kawêczyn	gmina wiejska	01.01.2021
10	15	8	2	Skierniewice	gmina wiejska	01.01.2021
10	15	9	2	S³upia	gmina wiejska	01.01.2021
10	16			tomaszowski	powiat	01.01.2021
10	16	1	1	Tomaszów Mazowiecki	gmina miejska	01.01.2021
10	16	2	2	Bêdków	gmina wiejska	01.01.2021
10	16	3	2	Budziszewice	gmina wiejska	01.01.2021
10	16	4	2	Czerniewice	gmina wiejska	01.01.2021
10	16	5	2	Inow³ódz	gmina wiejska	01.01.2021
10	16	6	2	Lubochnia	gmina wiejska	01.01.2021
10	16	7	2	Rokiciny	gmina wiejska	01.01.2021
10	16	8	2	Rzeczyca	gmina wiejska	01.01.2021
10	16	9	2	Tomaszów Mazowiecki	gmina wiejska	01.01.2021
10	16	10	2	Ujazd	gmina wiejska	01.01.2021
10	16	11	2	¯elechlinek	gmina wiejska	01.01.2021
10	17			wieluñski	powiat	01.01.2021
10	17	1	2	Bia³a	gmina wiejska	01.01.2021
10	17	2	2	Czarno¿y³y	gmina wiejska	01.01.2021
10	17	3	2	Konopnica	gmina wiejska	01.01.2021
10	17	4	2	Mokrsko	gmina wiejska	01.01.2021
10	17	5	2	Osjaków	gmina wiejska	01.01.2021
10	17	6	2	Ostrówek	gmina wiejska	01.01.2021
10	17	7	2	P¹tnów	gmina wiejska	01.01.2021
10	17	8	2	Skomlin	gmina wiejska	01.01.2021
10	17	9	3	Wieluñ	gmina miejsko-wiejska	01.01.2021
10	17	9	4	Wieluñ	miasto	01.01.2021
10	17	9	5	Wieluñ	obszar wiejski	01.01.2021
10	17	10	2	Wierzchlas	gmina wiejska	01.01.2021
10	18			wieruszowski	powiat	01.01.2021
10	18	1	2	Boles³awiec	gmina wiejska	01.01.2021
10	18	2	2	Czastary	gmina wiejska	01.01.2021
10	18	3	2	Galewice	gmina wiejska	01.01.2021
10	18	4	3	Lututów	gmina miejsko-wiejska	01.01.2021
10	18	4	4	Lututów	miasto	01.01.2021
10	18	4	5	Lututów	obszar wiejski	01.01.2021
10	18	5	2	£ubnice	gmina wiejska	01.01.2021
10	18	6	2	Sokolniki	gmina wiejska	01.01.2021
10	18	7	3	Wieruszów	gmina miejsko-wiejska	01.01.2021
10	18	7	4	Wieruszów	miasto	01.01.2021
10	18	7	5	Wieruszów	obszar wiejski	01.01.2021
10	19			zduñskowolski	powiat	01.01.2021
10	19	1	1	Zduñska Wola	gmina miejska	01.01.2021
10	19	2	3	Szadek	gmina miejsko-wiejska	01.01.2021
10	19	2	4	Szadek	miasto	01.01.2021
10	19	2	5	Szadek	obszar wiejski	01.01.2021
10	19	3	2	Zapolice	gmina wiejska	01.01.2021
10	19	4	2	Zduñska Wola	gmina wiejska	01.01.2021
10	20			zgierski	powiat	01.01.2021
10	20	1	1	G³owno	gmina miejska	01.01.2021
10	20	2	1	Ozorków	gmina miejska	01.01.2021
10	20	3	1	Zgierz	gmina miejska	01.01.2021
10	20	4	3	Aleksandrów £ódzki	gmina miejsko-wiejska	01.01.2021
10	20	4	4	Aleksandrów £ódzki	miasto	01.01.2021
10	20	4	5	Aleksandrów £ódzki	obszar wiejski	01.01.2021
10	20	5	2	G³owno	gmina wiejska	01.01.2021
10	20	6	2	Ozorków	gmina wiejska	01.01.2021
10	20	7	2	Parzêczew	gmina wiejska	01.01.2021
10	20	8	3	Stryków	gmina miejsko-wiejska	01.01.2021
10	20	8	4	Stryków	miasto	01.01.2021
10	20	8	5	Stryków	obszar wiejski	01.01.2021
10	20	9	2	Zgierz	gmina wiejska	01.01.2021
10	21			brzeziñski	powiat	01.01.2021
10	21	1	1	Brzeziny	gmina miejska	01.01.2021
10	21	2	2	Brzeziny	gmina wiejska	01.01.2021
10	21	3	2	Dmosin	gmina wiejska	01.01.2021
10	21	4	2	Je¿ów	gmina wiejska	01.01.2021
10	21	5	2	Rogów	gmina wiejska	01.01.2021
10	61			£ódŸ	miasto na prawach powiatu	01.01.2021
10	61	1	1	£ódŸ	gmina miejska	01.01.2021
10	61	2	9	£ódŸ-Ba³uty	delegatura	01.01.2021
10	61	3	9	£ódŸ-Górna	delegatura	01.01.2021
10	61	4	9	£ódŸ-Polesie	delegatura	01.01.2021
10	61	5	9	£ódŸ-Œródmieœcie	delegatura	01.01.2021
10	61	6	9	£ódŸ-Widzew	delegatura	01.01.2021
10	62			Piotrków Trybunalski	miasto na prawach powiatu	01.01.2021
10	62	1	1	Piotrków Trybunalski	gmina miejska	01.01.2021
10	63			Skierniewice	miasto na prawach powiatu	01.01.2021
10	63	1	1	Skierniewice	gmina miejska	01.01.2021
12				MA£OPOLSKIE	województwo	01.01.2021
12	1			bocheñski	powiat	01.01.2021
12	1	1	1	Bochnia	gmina miejska	01.01.2021
12	1	2	2	Bochnia	gmina wiejska	01.01.2021
12	1	3	2	Drwinia	gmina wiejska	01.01.2021
12	1	4	2	Lipnica Murowana	gmina wiejska	01.01.2021
12	1	5	2	£apanów	gmina wiejska	01.01.2021
12	1	6	3	Nowy Wiœnicz	gmina miejsko-wiejska	01.01.2021
12	1	6	4	Nowy Wiœnicz	miasto	01.01.2021
12	1	6	5	Nowy Wiœnicz	obszar wiejski	01.01.2021
12	1	7	2	Rzezawa	gmina wiejska	01.01.2021
12	1	8	2	Trzciana	gmina wiejska	01.01.2021
12	1	9	2	¯egocina	gmina wiejska	01.01.2021
12	2			brzeski	powiat	01.01.2021
12	2	1	2	Borzêcin	gmina wiejska	01.01.2021
12	2	2	3	Brzesko	gmina miejsko-wiejska	01.01.2021
12	2	2	4	Brzesko	miasto	01.01.2021
12	2	2	5	Brzesko	obszar wiejski	01.01.2021
12	2	3	3	Czchów	gmina miejsko-wiejska	01.01.2021
12	2	3	4	Czchów	miasto	01.01.2021
12	2	3	5	Czchów	obszar wiejski	01.01.2021
12	2	4	2	Dêbno	gmina wiejska	01.01.2021
12	2	5	2	Gnojnik	gmina wiejska	01.01.2021
12	2	6	2	Iwkowa	gmina wiejska	01.01.2021
12	2	7	2	Szczurowa	gmina wiejska	01.01.2021
12	3			chrzanowski	powiat	01.01.2021
12	3	1	3	Alwernia	gmina miejsko-wiejska	01.01.2021
12	3	1	4	Alwernia	miasto	01.01.2021
12	3	1	5	Alwernia	obszar wiejski	01.01.2021
12	3	2	2	Babice	gmina wiejska	01.01.2021
12	3	3	3	Chrzanów	gmina miejsko-wiejska	01.01.2021
12	3	3	4	Chrzanów	miasto	01.01.2021
12	3	3	5	Chrzanów	obszar wiejski	01.01.2021
12	3	4	3	Libi¹¿	gmina miejsko-wiejska	01.01.2021
12	3	4	4	Libi¹¿	miasto	01.01.2021
12	3	4	5	Libi¹¿	obszar wiejski	01.01.2021
12	3	5	3	Trzebinia	gmina miejsko-wiejska	01.01.2021
12	3	5	4	Trzebinia	miasto	01.01.2021
12	3	5	5	Trzebinia	obszar wiejski	01.01.2021
12	4			d¹browski	powiat	01.01.2021
12	4	1	2	Boles³aw	gmina wiejska	01.01.2021
12	4	2	3	D¹browa Tarnowska	gmina miejsko-wiejska	01.01.2021
12	4	2	4	D¹browa Tarnowska	miasto	01.01.2021
12	4	2	5	D¹browa Tarnowska	obszar wiejski	01.01.2021
12	4	3	2	Grêboszów	gmina wiejska	01.01.2021
12	4	4	2	Mêdrzechów	gmina wiejska	01.01.2021
12	4	5	2	Olesno	gmina wiejska	01.01.2021
12	4	6	2	Radgoszcz	gmina wiejska	01.01.2021
12	4	7	3	Szczucin	gmina miejsko-wiejska	01.01.2021
12	4	7	4	Szczucin	miasto	01.01.2021
12	4	7	5	Szczucin	obszar wiejski	01.01.2021
12	5			gorlicki	powiat	01.01.2021
12	5	1	1	Gorlice	gmina miejska	01.01.2021
12	5	2	3	Biecz	gmina miejsko-wiejska	01.01.2021
12	5	2	4	Biecz	miasto	01.01.2021
12	5	2	5	Biecz	obszar wiejski	01.01.2021
12	5	3	3	Bobowa	gmina miejsko-wiejska	01.01.2021
12	5	3	4	Bobowa	miasto	01.01.2021
12	5	3	5	Bobowa	obszar wiejski	01.01.2021
12	5	4	2	Gorlice	gmina wiejska	01.01.2021
12	5	5	2	Lipinki	gmina wiejska	01.01.2021
12	5	6	2	£u¿na	gmina wiejska	01.01.2021
12	5	7	2	Moszczenica	gmina wiejska	01.01.2021
12	5	8	2	Ropa	gmina wiejska	01.01.2021
12	5	9	2	Sêkowa	gmina wiejska	01.01.2021
12	5	10	2	Uœcie Gorlickie	gmina wiejska	01.01.2021
12	6			krakowski	powiat	01.01.2021
12	6	1	2	Czernichów	gmina wiejska	01.01.2021
12	6	2	2	Igo³omia-Wawrzeñczyce	gmina wiejska	01.01.2021
12	6	3	2	Iwanowice	gmina wiejska	01.01.2021
12	6	4	2	Jerzmanowice-Przeginia	gmina wiejska	01.01.2021
12	6	5	2	Kocmyrzów-Luborzyca	gmina wiejska	01.01.2021
12	6	6	3	Krzeszowice	gmina miejsko-wiejska	01.01.2021
12	6	6	4	Krzeszowice	miasto	01.01.2021
12	6	6	5	Krzeszowice	obszar wiejski	01.01.2021
12	6	7	2	Liszki	gmina wiejska	01.01.2021
12	6	8	2	Micha³owice	gmina wiejska	01.01.2021
12	6	9	2	Mogilany	gmina wiejska	01.01.2021
12	6	10	3	Ska³a	gmina miejsko-wiejska	01.01.2021
12	6	10	4	Ska³a	miasto	01.01.2021
12	6	10	5	Ska³a	obszar wiejski	01.01.2021
12	6	11	3	Skawina	gmina miejsko-wiejska	01.01.2021
12	6	11	4	Skawina	miasto	01.01.2021
12	6	11	5	Skawina	obszar wiejski	01.01.2021
12	6	12	3	S³omniki	gmina miejsko-wiejska	01.01.2021
12	6	12	4	S³omniki	miasto	01.01.2021
12	6	12	5	S³omniki	obszar wiejski	01.01.2021
12	6	13	2	Su³oszowa	gmina wiejska	01.01.2021
12	6	14	3	Œwi¹tniki Górne	gmina miejsko-wiejska	01.01.2021
12	6	14	4	Œwi¹tniki Górne	miasto	01.01.2021
12	6	14	5	Œwi¹tniki Górne	obszar wiejski	01.01.2021
12	6	15	2	Wielka Wieœ	gmina wiejska	01.01.2021
12	6	16	2	Zabierzów	gmina wiejska	01.01.2021
12	6	17	2	Zielonki	gmina wiejska	01.01.2021
12	7			limanowski	powiat	01.01.2021
12	7	1	1	Limanowa	gmina miejska	01.01.2021
12	7	2	1	Mszana Dolna	gmina miejska	01.01.2021
12	7	3	2	Dobra	gmina wiejska	01.01.2021
12	7	4	2	Jod³ownik	gmina wiejska	01.01.2021
12	7	5	2	Kamienica	gmina wiejska	01.01.2021
12	7	6	2	Laskowa	gmina wiejska	01.01.2021
12	7	7	2	Limanowa	gmina wiejska	01.01.2021
12	7	8	2	£ukowica	gmina wiejska	01.01.2021
12	7	9	2	Mszana Dolna	gmina wiejska	01.01.2021
12	7	10	2	NiedŸwiedŸ	gmina wiejska	01.01.2021
12	7	11	2	S³opnice	gmina wiejska	01.01.2021
12	7	12	2	Tymbark	gmina wiejska	01.01.2021
12	8			miechowski	powiat	01.01.2021
12	8	1	2	Charsznica	gmina wiejska	01.01.2021
12	8	2	2	Go³cza	gmina wiejska	01.01.2021
12	8	3	2	Koz³ów	gmina wiejska	01.01.2021
12	8	4	2	Ksi¹¿ Wielki	gmina wiejska	01.01.2021
12	8	5	3	Miechów	gmina miejsko-wiejska	01.01.2021
12	8	5	4	Miechów	miasto	01.01.2021
12	8	5	5	Miechów	obszar wiejski	01.01.2021
12	8	6	2	Rac³awice	gmina wiejska	01.01.2021
12	8	7	2	S³aboszów	gmina wiejska	01.01.2021
12	9			myœlenicki	powiat	01.01.2021
12	9	1	3	Dobczyce	gmina miejsko-wiejska	01.01.2021
12	9	1	4	Dobczyce	miasto	01.01.2021
12	9	1	5	Dobczyce	obszar wiejski	01.01.2021
12	9	2	2	Lubieñ	gmina wiejska	01.01.2021
12	9	3	3	Myœlenice	gmina miejsko-wiejska	01.01.2021
12	9	3	4	Myœlenice	miasto	01.01.2021
12	9	3	5	Myœlenice	obszar wiejski	01.01.2021
12	9	4	2	Pcim	gmina wiejska	01.01.2021
12	9	5	2	Raciechowice	gmina wiejska	01.01.2021
12	9	6	2	Siepraw	gmina wiejska	01.01.2021
12	9	7	3	Su³kowice	gmina miejsko-wiejska	01.01.2021
12	9	7	4	Su³kowice	miasto	01.01.2021
12	9	7	5	Su³kowice	obszar wiejski	01.01.2021
12	9	8	2	Tokarnia	gmina wiejska	01.01.2021
12	9	9	2	Wiœniowa	gmina wiejska	01.01.2021
12	10			nowos¹decki	powiat	01.01.2021
12	10	1	1	Grybów	gmina miejska	01.01.2021
12	10	2	2	Che³miec	gmina wiejska	01.01.2021
12	10	3	2	Gródek nad Dunajcem	gmina wiejska	01.01.2021
12	10	4	2	Grybów	gmina wiejska	01.01.2021
12	10	5	2	Kamionka Wielka	gmina wiejska	01.01.2021
12	10	6	2	Korzenna	gmina wiejska	01.01.2021
12	10	7	3	Krynica-Zdrój	gmina miejsko-wiejska	01.01.2021
12	10	7	4	Krynica-Zdrój	miasto	01.01.2021
12	10	7	5	Krynica-Zdrój	obszar wiejski	01.01.2021
12	10	8	2	£abowa	gmina wiejska	01.01.2021
12	10	9	2	£¹cko	gmina wiejska	01.01.2021
12	10	10	2	£ososina Dolna	gmina wiejska	01.01.2021
12	10	11	3	Muszyna	gmina miejsko-wiejska	01.01.2021
12	10	11	4	Muszyna	miasto	01.01.2021
12	10	11	5	Muszyna	obszar wiejski	01.01.2021
12	10	12	2	Nawojowa	gmina wiejska	01.01.2021
12	10	13	3	Piwniczna-Zdrój	gmina miejsko-wiejska	01.01.2021
12	10	13	4	Piwniczna-Zdrój	miasto	01.01.2021
12	10	13	5	Piwniczna-Zdrój	obszar wiejski	01.01.2021
12	10	14	2	Podegrodzie	gmina wiejska	01.01.2021
12	10	15	2	Rytro	gmina wiejska	01.01.2021
12	10	16	3	Stary S¹cz	gmina miejsko-wiejska	01.01.2021
12	10	16	4	Stary S¹cz	miasto	01.01.2021
12	10	16	5	Stary S¹cz	obszar wiejski	01.01.2021
12	11			nowotarski	powiat	01.01.2021
12	11	1	1	Nowy Targ	gmina miejska	01.01.2021
12	11	2	3	Szczawnica	gmina miejsko-wiejska	01.01.2021
12	11	2	4	Szczawnica	miasto	01.01.2021
12	11	2	5	Szczawnica	obszar wiejski	01.01.2021
12	11	3	2	Czarny Dunajec	gmina wiejska	01.01.2021
12	11	4	2	Czorsztyn	gmina wiejska	01.01.2021
12	11	5	2	Jab³onka	gmina wiejska	01.01.2021
12	11	6	2	Kroœcienko nad Dunajcem	gmina wiejska	01.01.2021
12	11	7	2	Lipnica Wielka	gmina wiejska	01.01.2021
12	11	8	2	£apsze Ni¿ne	gmina wiejska	01.01.2021
12	11	9	2	Nowy Targ	gmina wiejska	01.01.2021
12	11	10	2	Ochotnica Dolna	gmina wiejska	01.01.2021
12	11	11	2	Raba Wy¿na	gmina wiejska	01.01.2021
12	11	12	3	Rabka-Zdrój	gmina miejsko-wiejska	01.01.2021
12	11	12	4	Rabka-Zdrój	miasto	01.01.2021
12	11	12	5	Rabka-Zdrój	obszar wiejski	01.01.2021
12	11	13	2	Spytkowice	gmina wiejska	01.01.2021
12	11	14	2	Szaflary	gmina wiejska	01.01.2021
12	12			olkuski	powiat	01.01.2021
12	12	1	1	Bukowno	gmina miejska	01.01.2021
12	12	3	2	Boles³aw	gmina wiejska	01.01.2021
12	12	4	2	Klucze	gmina wiejska	01.01.2021
12	12	5	3	Olkusz	gmina miejsko-wiejska	01.01.2021
12	12	5	4	Olkusz	miasto	01.01.2021
12	12	5	5	Olkusz	obszar wiejski	01.01.2021
12	12	6	2	Trzyci¹¿	gmina wiejska	01.01.2021
12	12	7	3	Wolbrom	gmina miejsko-wiejska	01.01.2021
12	12	7	4	Wolbrom	miasto	01.01.2021
12	12	7	5	Wolbrom	obszar wiejski	01.01.2021
12	13			oœwiêcimski	powiat	01.01.2021
12	13	1	1	Oœwiêcim	gmina miejska	01.01.2021
12	13	2	3	Brzeszcze	gmina miejsko-wiejska	01.01.2021
12	13	2	4	Brzeszcze	miasto	01.01.2021
12	13	2	5	Brzeszcze	obszar wiejski	01.01.2021
12	13	3	3	Che³mek	gmina miejsko-wiejska	01.01.2021
12	13	3	4	Che³mek	miasto	01.01.2021
12	13	3	5	Che³mek	obszar wiejski	01.01.2021
12	13	4	3	Kêty	gmina miejsko-wiejska	01.01.2021
12	13	4	4	Kêty	miasto	01.01.2021
12	13	4	5	Kêty	obszar wiejski	01.01.2021
12	13	5	2	Osiek	gmina wiejska	01.01.2021
12	13	6	2	Oœwiêcim	gmina wiejska	01.01.2021
12	13	7	2	Polanka Wielka	gmina wiejska	01.01.2021
12	13	8	2	Przeciszów	gmina wiejska	01.01.2021
12	13	9	3	Zator	gmina miejsko-wiejska	01.01.2021
12	13	9	4	Zator	miasto	01.01.2021
12	13	9	5	Zator	obszar wiejski	01.01.2021
12	14			proszowicki	powiat	01.01.2021
12	14	1	2	Koniusza	gmina wiejska	01.01.2021
12	14	2	3	Koszyce	gmina miejsko-wiejska	01.01.2021
12	14	2	4	Koszyce	miasto	01.01.2021
12	14	2	5	Koszyce	obszar wiejski	01.01.2021
12	14	3	3	Nowe Brzesko	gmina miejsko-wiejska	01.01.2021
12	14	3	4	Nowe Brzesko	miasto	01.01.2021
12	14	3	5	Nowe Brzesko	obszar wiejski	01.01.2021
12	14	4	2	Pa³ecznica	gmina wiejska	01.01.2021
12	14	5	3	Proszowice	gmina miejsko-wiejska	01.01.2021
12	14	5	4	Proszowice	miasto	01.01.2021
12	14	5	5	Proszowice	obszar wiejski	01.01.2021
12	14	6	2	Radziemice	gmina wiejska	01.01.2021
12	15			suski	powiat	01.01.2021
12	15	1	1	Jordanów	gmina miejska	01.01.2021
12	15	2	1	Sucha Beskidzka	gmina miejska	01.01.2021
12	15	3	2	Budzów	gmina wiejska	01.01.2021
12	15	4	2	Bystra-Sidzina	gmina wiejska	01.01.2021
