terc,city,rm,mz,sym,sympod
3217045,Lubowo,0,1,1063391,530695
3217035,Kosiakowo,0,1,1063362,528379
3217045,Lubicz,0,1,1063385,530755
3201045,Dobrówko,0,1,313532,313526
3217035,Nieradz,0,1,528221,528215
3217052,Łąki,0,1,531134,531128
3217052,Plebanka,0,1,1042220,530985
3217052,Leżenica-Leśniczówka,0,1,1042242,531418
3217052,Wrzosowisko,0,1,1042259,531418
3217045,Ponikiew,0,1,530761,530755
3209035,Przydargiń-Kolonia,0,1,1037896,304102
3207052,Grębice,0,1,784220,784214
3218055,Wydmuchy,0,1,785047,785030
3208072,Stęszyce,0,1,1009925,314023
3217025,Bukówko-Leśniczówka,0,1,1010408,525234
3217052,Czapla-Młyn,0,1,1010443,530991
3217052,Witankowo-Kolonia,0,1,1010503,531520
3217052,Zdbice-Folwark,0,1,1010510,531565
3211045,Jasienica,0,1,1010029,781233
3213052,Radosław-Leśniczówka,0,1,1010087,749301
3213052,Tłuki,0,1,1010093,749212
3213062,Zielonka-Leśniczówka,0,1,1010160,750534
3208072,Krasnobrzeg,0,1,1009919,314023
3208072,Chróstowo,0,1,1009902,314023
3204045,Lestkówko,0,1,989420,779839
3213062,Ugacie,0,1,750327,750310
3214102,Mokrzyca,0,1,783769,783752
3210045,Strzelnik,0,1,184460,184454
3213062,Żukówko,0,1,750563,750557
3217052,Prusinówko,0,1,531364,531358
3213062,Kłodno,0,1,750511,750505
3214115,Zastawie,0,1,784065,784059
3217052,Bukowa Góra,0,1,531016,531000
3217052,Dobrzyca Leśna,0,1,531022,531000
3217052,Boguszyn,0,1,531068,531051
3217052,Dobrzyca,0,1,531424,531418
3204062,Przybkowo,0,1,989436,781606
3210045,Wydmuchy,0,1,184477,184454
3210045,Zgnilec,0,1,184483,184454
3206092,Radoszki,0,1,785490,785484
3217052,Nowa Szwecja,0,1,531507,531499
3205012,Karwin,0,1,772955,772949
3214115,Kolonia Brudzewice,0,1,783982,783976
3212042,OÄwieka,0,1,781368,781351
3212035,Dzieżno,0,1,778171,778165
3212035,Dołżyn,0,1,778283,778277
3214115,Zaolzie,0,1,783999,783976
3207045,Zalesie,0,1,779495,779472
3217052,Rudnica,0,1,531217,531192
3211045,Witorza,0,1,781167,781150
3214055,Górnik,0,1,776657,776640
3203065,Szymalów,0,1,990155,314431
3217045,Mączno,0,1,530867,530850
3204025,Dobroszyn,0,1,775534,775528
3204035,Maszewo-Kolonia,0,1,779130,779124
3217052,Brzezinki,0,1,531312,531306
3217052,Papowo,0,1,531329,531306
3211035,Maszkowo,0,1,779710,779704
3206055,Stary Kłosów,0,1,779265,779242
3212055,Lipki,0,1,782008,781990
3217052,Witankowo-Folwark,0,1,531536,531520
3217052,Jarogniewie,0,1,531447,531418
3217052,Piława,0,1,531200,531192
3206012,Baniewice Zaleskie,0,1,989413,772659
3208042,Sieradowo,0,1,307402,307388
3208042,Świerszczewo,0,1,307419,307388
3214042,Szczepanka,0,1,774629,774612
3217052,Smoląg,0,1,988744,531097
3217052,Omulno,0,1,531298,531281
3211045,Stary Dębostrów,0,1,781010,780995
3204025,Warcisławiec,0,1,775540,775528
3204062,Bratonie,0,1,989442,781701
3217052,Iłowiec,0,1,531430,531418
3208042,Rogozina,0,1,307394,307388
3209054,Barnowo,99,1,308360,308353
3209054,Unieście,99,1,308376,308353
3262011,Bolinko,99,1,978007,977976
3262011,Łekno,99,1,978303,977976
3204074,Bogusławie,99,1,783870,783864
3204074,Czerwonak,99,1,783887,783864
3208034,Gościno-Żalno,99,1,1009894,306236
3262011,Osiedle-Załom,99,1,978355,977976
3262011,Jezierzyce,99,1,978190,977976
3262011,Kijewo,99,1,978220,977976
3262011,Krzekoszów,99,1,978272,977976
3262011,Pilchowo,99,1,978390,977976
3262011,Podbórz,99,1,978415,977976
3262011,Skolwin,99,1,978510,977976
3262011,Sławociesze,99,1,978527,977976
3263011,Smogorze,99,1,979900,979722
3204044,PustaÄ,99,1,979403,979389
3204044,Radosław,99,1,979410,979389
3206034,Kipica,99,1,978800,978786
3206034,Szarka,99,1,978823,978786
3216011,Buczyna,99,1,950339,950322
3212054,Sicina,99,1,979573,979515
3263011,Grębice,99,1,979780,979722
3215034,Kamienna,99,1,949780,949767
3204034,Urwite,99,1,979194,979188
3262011,Bystrzyk,99,1,978059,977976
3204024,Białomącze,99,1,978935,978929
3204024,Chochołki,99,1,978958,978929
3204024,Strzałkowo,99,1,979024,978929
3207014,Dziwnów Górny,99,1,774807,774782
3207014,Dziwnów Dolny,99,1,774799,774782
3207014,Dziwna,99,1,774842,774782
3202034,Wiśniewo,99,1,935386,935357
3202034,Zawodzie,99,1,935392,935357
3214011,Przedmieście Poznańskie,99,1,979662,979596
3214011,Przedmieście Szczecińskie,99,1,979679,979596
3261011,Jamno,99,1,302385,949448
3261011,Łabusz,99,1,302445,949448
3215011,Świątki,99,1,312455,950262
3215011,Trzesieka,99,1,312515,950262
3215011,Brzostowo,99,1,312521,950262
3214011,Przedmieście Barnimowskie,99,1,979656,979596
3261011,Żabowo,99,1,949632,949448
3218024,Łobzówek,99,1,979142,979136
3218024,Łośnica,99,1,979159,979136
3218024,Świętoborzec,99,1,979165,979136
3218024,Wodnik,99,1,979171,979136
3209064,Świercze,99,1,950138,950115
3204024,Ciechno,99,1,978964,978929
3204024,Jawornik,99,1,978970,978929
3262011,Boleszyce,99,1,978036,977976
3201011,Kisielice,99,1,949709,949690
3203024,Jankowo,99,1,949879,949862
3203024,Zdroje,99,1,949900,949862
3262011,Kijewko,99,1,978214,977976
3262011,Niebuszewo,99,1,978326,977976
3262011,Radolin,99,1,978450,977976
3262011,Skoki,99,1,978504,977976
3202064,Namysłowo,99,1,935660,935653
3263011,Klicz,99,1,979811,979722
3207024,Rybaki,99,1,978912,978881
3263011,Paprotno,99,1,979870,979722
3263011,Warszów,99,1,979946,979722
3215024,Przybkowo,99,1,949684,949649
3210044,Myślibórz-Kolonia,99,1,935564,935558
3262011,Łomot,99,1,1010213,977976
3262011,Śmiłów,99,1,1010220,977976
3211044,Kużnica,99,1,979490,979449
3261011,Kłoski,99,1,949508,949448
3261011,Zagórzyno,99,1,949626,949448
3215011,Czarnobór,99,1,950291,950262
3215011,Opoczyska,99,1,950300,950262
3211034,Miroszewo,99,1,979343,979308
3211034,Podgrodzie,99,1,979350,979308
3262011,Widok,99,1,978651,977976
3262011,Wyszyna,99,1,978674,977976
3262011,Zazulin,99,1,978680,977976
3262011,Cieszyce,99,1,978065,977976
3262011,Gocław,99,1,978154,977976
3208011,Przylaski,99,1,950078,950026
3210044,Zakęcie,99,1,935570,935558
3202054,Pełcz,99,1,935624,935601
3262011,Cieśnik,99,1,978071,977976
3262011,Drzetowo,99,1,978102,977976
3262011,Zdunowo,99,1,978705,977976
3263011,Chorzelin,99,1,979745,979722
3263011,Dalimierz,99,1,979768,979722
3205084,Błogęcin,99,1,979981,979969
3214054,Rybionek,99,1,979107,979099
3215034,Dalkowo,99,1,949773,949767
3215034,Linowo,99,1,949796,949767
3262011,Grabowo,99,1,978177,977976
3211044,Jasienica,99,1,979478,979449
3215011,Raciborki,99,1,950316,950262
3217011,Morzyca,99,1,967268,967245
3202054,Stawin,99,1,935647,935601
3262011,Turzyn,99,1,978639,977976
3262011,Żelechowa,99,1,978711,977976
3209074,Sianówek,99,1,950256,950240
3262011,Dolina,99,1,978094,977976
3262011,Dziewoklicz,99,1,978125,977976
3201034,Karlinko,99,1,949980,949968
3215024,Korzec,99,1,949655,949649
3204044,Smużyny,99,1,979426,979389
3206034,Wkrzany,99,1,978830,978786
3210034,Dzicze,99,1,935311,935305
3261011,Chełmoniewo,99,1,949460,949448
3261011,Podgórze,99,1,949537,949448
3203024,Okrze,99,1,949891,949862
3215011,Bugno,99,1,950279,950262
3215011,Chyże,99,1,950285,950262
3201011,Kroszal,99,1,949715,949690
3262011,Bezrzecze,99,1,978013,977976
3201034,Krzywopłoty,99,1,950003,949968
3211034,Grądno,99,1,979314,979308
3211034,Karszno,99,1,979320,979308
3211034,Przedborze,99,1,979366,979308
3262011,Dąbie,99,1,978088,977976
3262011,Glinki,99,1,978131,977976
3214011,Giżynek,99,1,979604,979596
3211044,Kołpin,99,1,979484,979449
3214024,Studzianka,99,1,978770,978757
3213011,Racisław,99,1,949856,949833
3261011,Jedliny,99,1,949483,949448
3261011,Lubiatowo,99,1,949514,949448
3261011,Miłakowo,99,1,949520,949448
3261011,Przeciszewko,99,1,949543,949448
3261011,Wichłacz,99,1,949603,949448
3261011,Wilkowo,99,1,949610,949448
3214011,Pszczelnik,99,1,979685,979596
3214011,Źródelnia,99,1,979700,979596
3214011,Kluczewo,99,1,979610,979596
3262011,Gumieńce,99,1,978183,977976
3262011,Kępa Parnicka,99,1,978208,977976
3262011,Krzekowo,99,1,978289,977976
3262011,Rogatka,99,1,978467,977976
3216011,Świdwinek,99,1,950368,950322
3212054,Pogorzałki,99,1,979550,979515
3205084,Przesieka,99,1,980040,979969
3217011,Chrząstowo,99,1,967251,967245
3217011,Olszynka,99,1,967274,967245
3262011,Struga,99,1,978591,977976
3204024,Wygonki,99,1,979030,978929
3263011,Łunowo,99,1,979840,979722
3263011,Ognica,99,1,979857,979722
3263011,Płachcin,99,1,979886,979722
3263011,Ulno,99,1,979930,979722
3207024,Golczewo-Młyn,99,1,978906,978881
3203014,Zawada,99,1,949827,949810
3206034,Osowo,99,1,978817,978786
3215024,Łęknica,99,1,949661,949649
3206054,Proczewo,99,1,979225,979202
3212054,Karniewo,99,1,979538,979515
3212054,Obojno,99,1,979544,979515
3205084,Ostrowice,99,1,980010,979969
3205084,Przedmieście Gryfickie,99,1,980027,979969
3202064,Trzebień,99,1,935676,935653
3216011,Rycerskie Dobra,99,1,950345,950322
3216011,Szczytniki,99,1,950351,950322
3262011,Błędów,99,1,978020,977976
3204024,Mikorzyn,99,1,978993,978929
3207024,Golczewko,99,1,978898,978881
3214011,Mroczeń,99,1,979633,979596
3208011,Żółczyce,99,1,950109,950026
3206054,Stara Strzelnica,99,1,979231,979202
3203064,Kosowo,99,1,950434,950374
3263011,Łężyca,99,1,979834,979722
3263011,Osiecze,99,1,979863,979722
3205084,Białoboki,99,1,979975,979969
3262011,Odolany,99,1,978349,977976
3262011,Osowice,99,1,978361,977976
3262011,Pogodno,99,1,978438,977976
3262011,Słowieńsko,99,1,978533,977976
3262011,Niemierzyn,99,1,978332,977976
3202024,Zdrojowiec,99,1,935297,935280
3262011,Nagórnik,99,1,978310,977976
3212054,Górne,99,1,979521,979515
3205084,Mokre,99,1,980004,979969
3205084,Wyszkowo,99,1,980056,979969
3214011,Osetno,99,1,979640,979596
3202054,Klukowo,99,1,935618,935601
3202054,Starkowiec,99,1,935630,935601
3262011,Starków,99,1,978562,977976
3262011,Zdroje,99,1,978697,977976
3262011,Żydowce,99,1,978728,977976
3202034,Krosnowa,99,1,935370,935357
3217024,Bogdanki,99,1,966814,966808
3211044,Duchowo,99,1,979461,979449
3262011,Dunikowo,99,1,978119,977976
3201034,Kolonia Miejska,99,1,949997,949968
3261011,Dzierżęcino,99,1,949477,949448
3261011,Raduszka,99,1,949572,949448
3262011,Warszewo,99,1,978645,977976
3262011,Wielgowo,99,1,978668,977976
3207044,Lubiewo,99,1,979260,979248
3204024,Skórnica,99,1,979018,978929
3262011,Głębokie,99,1,978148,977976
3262011,Golęcino,99,1,978160,977976
3201034,Witolub,99,1,950010,949968
3261011,Rokosowo,99,1,949589,949448
3213011,Darłówko,99,1,949840,949833
3201011,Przedmieście Kołobrzeskie,99,1,949738,949690
3206024,Żychliniec,99,1,978740,978734
3208011,Podczele,99,1,950061,950026
3203064,Budów,99,1,950380,950374
3203064,Bytyń,99,1,950397,950374
3206034,Bocieniec,99,1,978792,978786
3206034,Żurawiny,99,1,978846,978786
3205084,Jaromin,99,1,979998,979969
3205084,Przedmieście Kołobrzeskie,99,1,980033,979969
3263011,Kwarantanna,99,1,979828,979722
3262011,Klęskowo,99,1,978237,977976
3262011,Klucz,99,1,978243,977976
3262011,Osów,99,1,978378,977976
3262011,Pomorzany,99,1,978444,977976
3262011,Sosnówko,99,1,978540,977976
3202034,Kośnik,99,1,935363,935357
3201011,Połczynek,99,1,949721,949690
3204024,Kępki,99,1,978987,978929
3204024,Piskorze,99,1,979001,978929
3204024,Zarosty,99,1,979047,978929
3206064,Gądnik,99,1,979290,979283
3262011,Bukowo,99,1,978042,977976
3262011,Kniewo,99,1,978250,977976
3262011,Kraśnica,99,1,978266,977976
3262011,Płonia,99,1,978409,977976
3262011,Rogownik,99,1,978473,977976
3262011,Sienno,99,1,978496,977976
3217011,Sosnówka,99,1,967280,967245
3201034,Dębolas,99,1,949974,949968
3214011,Zarzecze,99,1,979691,979596
3214024,Kołat,99,1,978763,978757
3201011,Przemiłowo,99,1,949744,949690
3201011,Trzebiele,99,1,949750,949690
3262011,Stołczyn,99,1,978585,977976
3262011,Świerczewo,99,1,978616,977976
3263011,Bożyce,99,1,979739,979722
3214011,Mokrzyca,99,1,979627,979596
3211034,Rytka,99,1,979372,979308
3261011,Kawiłęg,99,1,949490,949448
3261011,Sarzyno,99,1,949595,949448
3210014,Papiernia,99,1,935274,935268
3204024,Budzisław,99,1,978941,978929
3262011,Babin,99,1,977982,977976
3262011,Barnucin,99,1,977999,977976
3203024,Koleśno,99,1,949885,949862
3204044,Plewniak,99,1,979395,979389
3209064,Czajka,99,1,950121,950115
3206054,Otlucina,99,1,979219,979202
3203064,Gaje,99,1,950411,950374
3203064,Grotniki,99,1,950428,950374
3203064,Krosin,99,1,950440,950374
3203064,Rakowo,99,1,950457,950374
3263011,Przytór,99,1,979892,979722
3263011,Śpikorz,99,1,979923,979722
3215024,Piaskowo,99,1,949678,949649
3210034,Prusiec,99,1,935328,935305
3212054,Polnik,99,1,979567,979515
3263011,Czajczyn,99,1,979751,979722
3263011,Karsibór,99,1,979805,979722
3262011,Łasztownia,99,1,978295,977976
3262011,Owczary,99,1,978384,977976
3262011,Podjuchy,99,1,978421,977976
3262011,Rudnik,99,1,978480,977976
3262011,Stare Miasto,99,1,978556,977976
3262011,Śmierdnica,99,1,978600,977976
3262011,Trzebusz,99,1,978622,977976
3206044,Tywina,99,1,979082,979076
3211044,Czapliniec,99,1,979455,979449
3211044,Mścięcino,99,1,979509,979449
3211034,Małachowo,99,1,979337,979308
3261011,Chełmki,99,1,949454,949448
3208011,Lubostronie,99,1,950055,950026
3208011,Radzikowo,99,1,950084,950026
3208011,Radzikowskie Przedmieście,99,1,950090,950026
3208011,Kostrzewno,99,1,950032,950026
3208011,Lubinia,99,1,950049,950026
3205085,Bieczynko,3,1,784585,784579
3205085,Sadlenko,3,1,784757,784740
3204025,Żółwia,3,1,1064545,775209
3202025,Zaińsko,3,1,1009530,179170
3202055,Bronimie,3,1,1009581,185548
3202065,Nętkówko,3,1,1009598,186275
3210022,Crków,3,1,1066107,178896
3205032,Mojszewko,3,1,777266,777250
3204045,Olszyca,3,1,780067,779868
3204045,Drzysław,3,1,780392,780009
3218045,Policko,3,1,782652,782652
3218045,Świekotki,3,1,782669,782669
3212035,Będzin,3,1,778107,778320
3212035,Sulino,3,1,778120,778320
3211012,Lubieszyn,3,1,774291,774285
3213062,Wrześniczka,3,1,1010153,750416
3202055,Kosowo,3,1,185471,185465
3202055,Kukadło,3,1,185695,185689
3202012,Malczewo,3,1,178181,178459
3210022,Wyszyna,3,1,179022,179016
3210022,Wierutno,3,1,178904,178896
3217035,Kierpnik,3,1,528327,528304
3217035,Zacisze,6,1,528340,528304
3213052,Królewko,3,1,749100,749086
3206012,Otoki,3,1,988951,772702
3206012,Trzaski,3,1,772719,772702
3205012,Raciborów,3,1,773009,772990
3214025,Spławie,3,1,773452,773423
3214025,Pieczonka,3,1,773498,773481
3206035,Nadolnik,3,1,773883,773860
3218015,Kościelnik,3,1,774055,774049
3214035,Dobrzany,3,1,774463,774457
3214042,Strzelno,3,1,774747,774730
3207025,Niwka,3,1,774954,774948
3207025,Golczewo-Gaj,3,1,775066,775043
3205025,Podłęcze,3,1,775907,775899
3205025,Skowrony,3,1,775965,775959
3205025,Lubków,3,1,775988,775971
3205025,Mierzyn,3,1,776025,776019
3205025,Popiele,3,1,776195,776172
3206045,Łubnica,3,1,776290,776284
3206045,Szczawno,3,1,776628,776611
3214055,Dolnik,3,1,776663,776640
3207035,Gościsław,3,1,776870,776864
3207035,Ganiec,3,1,776947,776930
3207035,Kukań,3,1,776960,776953
3207035,Stawnik,3,1,777059,777154
3205032,Witomierz,3,1,777272,777250
3205032,Drozdówko,3,1,777355,777349
3205032,Zapole,3,1,777496,777480
3214062,Kałęga,3,1,777622,777616
3214062,Nowa Kobylanka,3,1,777639,777616
3211022,Kamionki,3,1,777817,777800
3212022,Podborze,3,1,778053,778047
3212035,Wielice,3,1,778159,778142
3212035,Brzostowo,3,1,778188,778165
3212035,Głębokie,3,1,778219,778202
3212035,Mielnik,3,1,778231,778202
3212035,Wądół,3,1,778254,778202
3212035,Świerszczyki,3,1,778308,778290
3212035,Mierzawy,3,1,778337,778320
3212035,Mokronos,3,1,778343,778320
3212035,Przywodzie,3,1,778350,778320
3212035,Sokolniki,3,1,778389,778372
3218025,Budziszcze,3,1,778426,778410
3218025,Meszne,3,1,778461,778478
3218025,Byszewo,3,1,778490,778484
3218025,Wisław,3,1,778610,778580
3204045,Błotny Młyn,3,1,779779,779762
3204045,Miodne,3,1,779791,779762
3204045,Zakłodzie,3,1,779800,779762
3204045,Radłowo,3,1,779880,779874
3204045,Ogary,3,1,779928,779911
3204045,Warnkowo,3,1,779957,779940
3204045,Sieciechowo,3,1,780185,779986
3204045,Zbyszewice,3,1,780386,780038
3205045,Dalimierz,3,1,780570,780564
3205045,Ostrobodno,3,1,780587,780564
3205045,Makowiska,3,1,780759,780736
3205045,Gardomino,3,1,780771,780765
3205045,Kobuz,3,1,780819,780794
3205045,Natolewiczki,3,1,780825,780794
3205045,Lusowo,3,1,780854,780831
3205045,Wicimiczki,3,1,780920,780914
3212042,Radlice,3,1,781316,781300
3212042,Czartowo,3,1,781470,781463
3204062,Derkacz,3,1,781693,781687
3218032,Krzekowo,3,1,782095,782089
3218032,Gildnica,3,1,782126,782110
3218032,Uklejki,3,1,782280,782273
3218032,Sułkowo,3,1,782310,782296
3218045,Święciechowo,3,1,782400,782385
3218045,Gozdno,3,1,782422,782416
3218045,Orzeszkowo,3,1,782445,782439
3218045,Stołążek,3,1,782451,782439
3214102,Piaszcze,3,1,783350,783338
3214102,Bębnikąt,3,1,783634,783628
3205085,Chełm Gryficki,3,1,784823,784817
3218055,Węgorsko,3,1,785001,784987
3218055,Kowale,3,1,785159,785142
3218055,Przytonek,3,1,785290,785283
3218055,Sitnica,3,1,785308,785283
3207065,Jagienki,3,1,785923,785917
3213062,Gwiazdówko,3,1,750280,750273
3213062,Warginie,3,1,750385,750379
3213062,Rzyszczewko,3,1,750400,750391
3204045,Kościesze,3,1,1009687,780328
3204045,Radziszewo,3,1,1009693,779868
3206025,Lasocin,3,1,1009776,773245
3206035,Górki Krajnickie,3,1,1009782,773759
3206035,Szczygłów,3,1,1009807,773914
3206085,Przenino,3,1,1009859,784415
3218055,Graniczka,3,1,1009983,785076
3212055,Chwasty,3,1,1010058,782020
3205025,Grochów,3,1,776090,776083
3214011,Stargard,96,1,979596,979596
3209054,Mielno,96,1,308353,308353
3204074,Stepnica,96,1,783864,783864
3207014,Dziwnów,96,1,774782,774782
3201044,Tychowo,96,1,313839,313839
3210034,Dębno,96,1,935305,935305
3208034,Gościno,96,1,306236,306236
3218014,Dobra,96,1,978852,978852
3218024,Łobez,96,1,979136,979136
3218044,Resko,96,1,979580,979580
3218054,Węgorzyno,96,1,980062,980062
3214034,Dobrzany,96,1,978875,978875
3203034,Kalisz Pomorski,96,1,949916,949916
3203064,Złocieniec,96,1,950374,950374
3216034,Połczyn-Zdrój,96,1,950144,950144
3214114,Suchań,96,1,979716,979716
3214054,Ińsko,96,1,979099,979099
3208011,Kołobrzeg,96,1,950026,950026
3263011,Świnoujście,96,1,979722,979722
3262011,Szczecin,96,1,977976,977976
3211044,Police,96,1,979449,979449
3215024,Barwice,96,1,949649,949649
3217034,Mirosławiec,96,1,967038,967038
3210044,Myślibórz,96,1,935558,935558
3210014,Barlinek,96,1,935268,935268
3206054,Mieszkowice,96,1,979202,979202
3204034,Maszewo,96,1,979188,979188
3211034,Nowe Warpno,96,1,979308,979308
3217011,Wałcz,96,1,967245,967245
3217024,Człopa,96,1,966808,966808
3213021,Sławno,96,1,977410,977410
3215034,Biały Bór,96,1,949767,949767
3202034,Drawno,96,1,935357,935357
3205044,Płoty,96,1,979432,979432
3207044,Międzyzdroje,96,1,979248,979248
3207034,Kamień Pomorski,96,1,979113,979113
3204024,Goleniów,96,1,978929,978929
3201011,Białogard,96,1,949690,949690
3203024,Drawsko Pomorskie,96,1,949862,949862
3204044,Nowogard,96,1,979389,979389
3202064,Recz,96,1,935653,935653
3212054,Pyrzyce,96,1,979515,979515
3206034,Chojna,96,1,978786,978786
3216011,Świdwin,96,1,950322,950322
3212034,Lipiany,96,1,979120,979120
3209074,Sianów,96,1,950240,950240
3202054,Pełczyce,96,1,935601,935601
3214024,Chociwel,96,1,978757,978757
3213011,Darłowo,96,1,949833,949833
3203014,Czaplinek,96,1,949810,949810
3207024,Golczewo,96,1,978881,978881
3209064,Polanów,96,1,950115,950115
3201034,Karlino,96,1,949968,949968
3261011,Koszalin,96,1,949448,949448
3205084,Trzebiatów,96,1,979969,979969
3206024,Cedynia,96,1,978734,978734
3206064,Moryń,96,1,979283,979283
3215044,Borne Sulinowo,96,1,988715,988715
3206084,Trzcińsko-Zdrój,96,1,979952,979952
3209034,Bobolice,96,1,949804,949804
3217044,Tuczno,96,1,967185,967185
3206044,Gryfino,96,1,979076,979076
3215011,Szczecinek,96,1,950262,950262
3207064,Wolin,96,1,980079,980079
3205024,Gryfice,96,1,979053,979053
3202024,Choszczno,96,1,935280,935280
3203065,Chlebowo,1,1,308436,308436
3203065,Śmidzięcino,1,1,308583,308583
3208062,Białokury,1,1,311214,311214
3209035,Janowiec,1,1,304438,304438
3203015,Piekary,1,1,304852,304852
3209065,Głusza,1,1,309447,309447
3209082,Golica,1,1,313288,313288
3206085,Chełm Górny,1,1,784384,784384
3213052,Tyń,1,1,749287,749287
3204075,Gąsierzyno,1,1,783798,783798
3204075,Jarszewko,1,1,783806,783806
3204075,Kopice,1,1,783812,783812
3204075,Miłowo,1,1,783829,783829
3204075,Piaski Małe,1,1,783835,783835
3204075,Racimierz,1,1,783841,783841
3204075,Stepniczka,1,1,783893,783893
3204075,Zielonczyn,1,1,783947,783947
3204075,Żarnowo,1,1,783953,783953
3204075,Żarnówko,1,1,783960,783960
3207065,Wiejkowo,1,1,786118,786118
3207065,Unin,1,1,786093,786093
3207065,Rzeczyn,1,1,785981,785981
3207065,Łojszyno,1,1,786035,786035
3207065,Piaski Wielkie,1,1,785946,785946
3205085,Nowielice,1,1,784711,784711
3205085,Wlewo,1,1,784800,784800
3207065,Dramino,1,1,785700,785700
3207065,Mokrzyca Mała,1,1,785892,785892
3218015,Zapłocie,1,1,774078,774078
3218015,Grzęzienko,1,1,774090,774090
3218015,Wrześno,1,1,774138,774138
3208035,Dargocice,1,1,306207,306207
3208035,Wierzbka Dolna,1,1,306213,306213
3208035,Gościno-Dwór,1,1,306242,306242
3208035,Kamica,1,1,306271,306271
3208035,Lubkowice,1,1,306288,306288
3208035,Pławęcino,1,1,306294,306294
3208035,Ołużna,1,1,306302,306302
3208035,Pobłocie Małe,1,1,306319,306319
3208035,Mołtowo,1,1,306325,306325
3208035,Skronie,1,1,306331,306331
3208035,Ramlewo,1,1,306348,306348
3208035,Robuń,1,1,306360,306360
3208035,Myślino,1,1,306377,306377
3208035,Wartkowo,1,1,306383,306383
3208035,Karkowo,1,1,306390,306390
3208035,Ząbrowo,1,1,306408,306408
3203025,Ostrowice,1,1,308590,308590
3203065,Gronowo,1,1,308494,308494
3203065,Płocie,1,1,308614,308614
3203065,Smołdzęcino,1,1,308695,308695
3203025,Borne,1,1,308407,308407
3203025,Grzybno,1,1,308465,308465
3203025,Jelenino,1,1,308525,308525
3203025,Przytoń,1,1,308620,308620
3203065,Nowe Worowo,1,1,308548,308548
3203025,Dołgie,1,1,308459,308459
3203025,Donatowo,1,1,308608,308608
3203065,Cieminko,1,1,308442,308442
3203065,Siecino,1,1,308672,308672
3203065,Szczycienko,1,1,308703,308703
3217025,Czaplice,1,1,525257,525257
3201035,Wietszyno,1,1,1009463,1009463
3209055,Chłopy,1,1,308270,308270
3209055,Gąski,1,1,308287,308287
3209055,Łazy,1,1,308301,308301
3209055,Mielenko,1,1,308318,308318
3209055,Sarbinowo,1,1,308382,308382
3202012,Klasztorne,1,1,178130,178130
3203052,Garbowo,1,1,314075,314075
3203052,Osiek Drawski,1,1,314098,314098
3203052,Żeńsko,1,1,314224,314224
3216062,Oparzno,1,1,312952,312952
3216062,Niemierzyno,1,1,312946,312946
3206085,Chełm Dolny,1,1,784378,784378
3206085,Gogolice,1,1,784409,784409
3206072,Nieznań,1,1,783261,783261
3212022,Rokity,1,1,778018,778018
3212022,Tetyń,1,1,778030,778030
3203015,Trzciniec,1,1,305142,305142
3212035,Derczewko,1,1,778136,778136
3211012,Wąwelnica,1,1,774285,774285
3211022,Będargowo,1,1,777740,777740
3203065,Darskowo,1,1,314307,314307
3210045,Wierzbnica,1,1,185028,185028
3216035,Zajączkowo,1,1,310203,310203
3207065,Korzęcin,1,1,785834,785834
3207065,Płocin,1,1,785952,785952
3201022,Lulewiczki,1,1,302920,302920
3212042,Bylice,1,1,781285,781285
3212042,Płońsko,1,1,781434,781434
3212055,Czernice,1,1,781836,781836
3205085,Bieczyno,1,1,784579,784579
3205085,Gosław,1,1,784639,784639
3214042,Skrzany,1,1,774693,774693
3201022,Pękanino,1,1,303019,303019
3201022,Podwilcze,1,1,303031,303031
3210022,Wysoka,1,1,179016,179016
3214042,Sądów,1,1,774641,774641
3202065,Lubieniów,1,1,186246,186246
3209065,Wielin,1,1,309312,309312
3209022,Cieszyn,1,1,303686,303686
3209022,Świemino,1,1,303835,303835
3209035,Wojęcino,1,1,303982,303982
3209035,Trzebień,1,1,304065,304065
3206045,Krzypnica,1,1,776350,776350
3214042,Krępcewo,1,1,774552,774552
3204025,Rurzyca,1,1,775528,775528
3204035,Zagórce,1,1,779147,779147
3204045,Błotno,1,1,779762,779762
3203015,Czarne Wielkie,1,1,304786,304786
3203015,Kołomąt,1,1,304823,304823
3203015,Motarzewo,1,1,304906,304906
3210022,Chlewice,1,1,178910,178910
3215035,Drzonowo,1,1,303344,303344
3209012,Dobiesławiec,1,1,302280,302280
3207065,Dobropole,1,1,785656,785656
3207065,Kodrąbek,1,1,785774,785774
3205045,Truskolas,1,1,780908,780908
3214055,Czertyń,1,1,776686,776686
3214062,Reptowo,1,1,777680,777680
3209012,Łopienica,1,1,302669,302669
3209012,Wierzchomino,1,1,302698,302698
3215025,Wojsławiec,1,1,302190,302190
3215035,Biała,1,1,303232,303232
3216042,Paszęcin,1,1,310380,310380
3216042,Role,1,1,310485,310485
3216042,Biernów,1,1,310516,310516
3210035,Młyniska,1,1,179950,179950
3210035,Mostno,1,1,179973,179973
3205025,Lubieszewo,1,1,775847,775847
3214035,Mosina,1,1,774434,774434
3214035,Szadzko,1,1,774486,774486
3205025,Łopianów,1,1,775860,775860
3210045,Sulimierz,1,1,184891,184891
3206085,Piaseczno,1,1,784480,784480
3206085,Strzeszów,1,1,784556,784556
3206085,Tchórzno,1,1,784562,784562
3206092,Kłodowo,1,1,785410,785410
3206092,Polesiny,1,1,785515,785515
3204045,Łęgno,1,1,780015,780015
